title,author,avg_rating,genre,published_year,price,currency,cover_url,link,published_year,genre,cover_url
"Bloodlines (Bloodlines, #1)",Richelle Mead,,,,,,,https://www.goodreads.com/book/show/8709527-bloodlines,1998-01-01,Literary Criticism,http://books.google.com/books/content?id=NkVjJ7pQZboC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,,,,,,,https://www.goodreads.com/book/show/11901.The_Witching_Hour,2010-11-17,Fiction,http://books.google.com/books/content?id=hFT7yV3zAeUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Vanity Fair,William Makepeace Thackeray,,,,,,,https://www.goodreads.com/book/show/5797.Vanity_Fair,1850,,
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,,,,,,,https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,1994-08-15,Fiction,http://books.google.com/books/content?id=w7jZ-nfXRe0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Love Hypothesis,Ali Hazelwood,,,,,,,https://www.goodreads.com/book/show/56732449-the-love-hypothesis,2021-09-14,Fiction,http://books.google.com/books/content?id=J4QUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Much Ado About Nothing,William Shakespeare,,,,,,,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,1868,,http://books.google.com/books/content?id=3n-zPjGMZvUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Far From the Madding Crowd,Thomas Hardy,,,,,,,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,1993,Fiction,http://books.google.com/books/content?id=FQn6uIxMaXEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Johnny Got His Gun,Dalton Trumbo,,,,,,,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,1971,Motion picture plays,
A Monster Calls,Patrick Ness,,,,,,,https://www.goodreads.com/book/show/25480342-a-monster-calls,2015,Juvenile Fiction,http://books.google.com/books/content?id=bxH8rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Daisy Jones & The Six,Taylor Jenkins Reid,,,,,,,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,2022-03-31,Music,
Verity,Colleen Hoover,,,,,,,https://www.goodreads.com/book/show/59344312-verity,2022-10-01,Fiction,http://books.google.com/books/content?id=ZhqMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Hyperion (Hyperion Cantos, #1)",Dan Simmons,,,,,,,https://www.goodreads.com/book/show/77566.Hyperion,2010-08-05,Fiction,http://books.google.com/books/content?id=TOMDq0vqXIQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,,,,,,,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,1953,Juvenile Fiction,http://books.google.com/books/content?id=7ue6Z6UMS_AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Man Called Ove,Fredrik Backman,,,,,,,https://www.goodreads.com/book/show/18774964-a-man-called-ove,2022-11-29,Fiction,http://books.google.com/books/content?id=b2CZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Cannery Row (Cannery Row, #1)",John Steinbeck,,,,,,,https://www.goodreads.com/book/show/4799.Cannery_Row,2002,History,http://books.google.com/books/content?id=fc4PAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Caraval (Caraval, #1)",Stephanie Garber,,,,,,,https://www.goodreads.com/book/show/27883214-caraval,2017-01-31,Young Adult Fiction,http://books.google.com/books/content?id=2ywKDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,,,,,,,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,2023-04-20,Juvenile Fiction,http://books.google.com/books/content?id=ghGcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,,,,,,,https://www.goodreads.com/book/show/7090447-the-red-pyramid,2010-05-04,Juvenile Fiction,http://books.google.com/books/content?id=4zjrLRwM3mAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Bared to You (Crossfire, #1)",Sylvia Day,,,,,,,https://www.goodreads.com/book/show/20448515-bared-to-you,2012-12-29,,
What Lies in the Woods,Kate Alice Marshall,,,,,,,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods,2023-01-17,Fiction,http://books.google.com/books/content?id=RJRpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,,,,,,,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,2023-11-07,Young Adult Fiction,http://books.google.com/books/content?id=f_wC0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,,,,,,,https://www.goodreads.com/book/show/13206828-cress,2014-02-06,Juvenile Fiction,http://books.google.com/books/content?id=2QlKAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Cry, the Beloved Country",Alan Paton,,,,,,,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,2015-06-25,Fiction,http://books.google.com/books/content?id=YrXMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Are You My Mother?,P.D. Eastman,,,,,,,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,2010-11-03,Juvenile Fiction,http://books.google.com/books/content?id=Et9gd7otqj8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Torment (Fallen, #2)",Lauren Kate,,,,,,,https://www.goodreads.com/book/show/7740152-torment,2013-12-10,Young Adult Fiction,http://books.google.com/books/content?id=IYApAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Polar Express,Chris Van Allsburg,,,,,,,https://www.goodreads.com/book/show/420282.The_Polar_Express,2016-04-07,,
I'll Give You the Sun,Jandy Nelson,,,,,,,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,2014-09-16,Young Adult Fiction,http://books.google.com/books/content?id=FkY98GejQSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Cutting for Stone,Abraham   Verghese,,,,,,,https://www.goodreads.com/book/show/3591262-cutting-for-stone,2012-05-17,Fiction,http://books.google.com/books/content?id=j-k_WkHneT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sarah's Key,Tatiana de Rosnay,,,,,,,https://www.goodreads.com/book/show/556602.Sarah_s_Key,2008-02-07,Fiction,http://books.google.com/books/content?id=iY5HffoBZcUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Powerless (The Powerless Trilogy, #1)",Lauren  Roberts,,,,,,,https://www.goodreads.com/book/show/75513900-powerless,2023-11-07,Young Adult Fiction,http://books.google.com/books/content?id=QkTAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,,,,,,,https://www.goodreads.com/book/show/4268157-perfect-chemistry,2010-10-11,Fiction,http://books.google.com/books/content?id=WDIyAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,,,,,,,https://www.goodreads.com/book/show/1898.Into_Thin_Air,1998-11-12,Biography & Autobiography,http://books.google.com/books/content?id=gt7EQgH8-b4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,,,,,,,https://www.goodreads.com/book/show/55710822-better-than-the-movies,2023-07-04T00:00:00+02:00,Fiction,http://books.google.com/books/content?id=sxnIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,,,,,,,https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter,2005-06-28,Fiction,http://books.google.com/books/content?id=8OJ7ZTNXXe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,,,,,,,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,2020-04-21,Juvenile Fiction,http://books.google.com/books/content?id=1-_eDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Last Exit to Brooklyn,Hubert Selby Jr.,,,,,,,https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn,2011-08-25,Fiction,http://books.google.com/books/content?id=SB7q4AkMRdoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Angelfall (Penryn & the End of Days, #1)",Susan Ee,,,,,,,https://www.goodreads.com/book/show/15863832-angelfall,2013-04-11,Fiction,http://books.google.com/books/content?id=mynyTFFmc_0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sapiens: A Brief History of Humankind,Yuval Noah Harari,,,,,,,https://www.goodreads.com/book/show/23692271-sapiens,2014-09-04,History,http://books.google.com/books/content?id=1EiJAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray,,,,,,,https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,2010-05-01,Juvenile Fiction,http://books.google.com/books/content?id=HcEjwi1cZO0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,,,,,,,https://www.goodreads.com/book/show/13206760-scarlet,2013-02-07,Juvenile Fiction,http://books.google.com/books/content?id=yYn4vxHd3nEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Normal People,Sally Rooney,,,,,,,https://www.goodreads.com/book/show/41057294-normal-people,2020,Fiction,http://books.google.com/books/content?id=NBIVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,,,,,,,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,2020-05-26,Young Adult Fiction,http://books.google.com/books/content?id=QBnjDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,,,,,,,https://www.goodreads.com/book/show/10576365-the-darkest-minds,2018-01-11,Juvenile Fiction,http://books.google.com/books/content?id=AopDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,,,,,,,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,2002,Fiction,http://books.google.com/books/content?id=YznVDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Sabriel (Abhorsen, #1)",Garth Nix,,,,,,,https://www.goodreads.com/book/show/518848.Sabriel,2014-06-05,Juvenile Fiction,http://books.google.com/books/content?id=HhYSBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
No Country for Old Men,Cormac McCarthy,,,,,,,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,2010-12-03,Fiction,http://books.google.com/books/content?id=3Ksa5vqnc8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Art of War,Sun Tzu,,,,,,,https://www.goodreads.com/book/show/10534.The_Art_of_War,1994-02-11,History,http://books.google.com/books/content?id=3dY4DgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Chocolat (Chocolat, #1)",Joanne Harris,,,,,,,https://www.goodreads.com/book/show/47401.Chocolat,2006,,http://books.google.com/books/content?id=-wIcGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Westing Game,Ellen Raskin,,,,,,,https://www.goodreads.com/book/show/902.The_Westing_Game,2020-10-13,Juvenile Fiction,http://books.google.com/books/content?id=CEy5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Summoning (Darkest Powers #1),Kelley Armstrong,,,,,,,https://www.goodreads.com/book/show/2800905-the-summoning,2014-10-28,Young Adult Fiction,http://books.google.com/books/content?id=TAajAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,,,,,,,https://www.goodreads.com/book/show/12749.Swann_s_Way,2015-11-18,Fiction,http://books.google.com/books/content?id=TCPOCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
American Tabloid (Underworld USA #1),James Ellroy,,,,,,,https://www.goodreads.com/book/show/36064.American_Tabloid,2019-05-02,,http://books.google.com/books/content?id=5PAbvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Lecture,Randy Pausch,,,,,,,https://www.goodreads.com/book/show/40611510-the-last-lecture,2008-04-08,Biography & Autobiography,http://books.google.com/books/content?id=S8jaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Red Rising (Red Rising Saga, #1)",Pierce Brown,,,,,,,https://www.goodreads.com/book/show/15839976-red-rising,2025-10-14,Fiction,http://books.google.com/books/content?id=5P9QEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Silence (Hush, Hush, #3)",Becca Fitzpatrick,,,,,,,https://www.goodreads.com/book/show/10637766-silence,2011-10-04,Juvenile Fiction,http://books.google.com/books/content?id=pQzGbmCK9q8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin,,,,,,,https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,2011-09-27,Juvenile Fiction,http://books.google.com/books/content?id=ICLghxJ7k4wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Just Listen,Sarah Dessen,,,,,,,https://www.goodreads.com/book/show/51738.Just_Listen,2007-07-05,Juvenile Fiction,http://books.google.com/books/content?id=Gyg1w8rbp24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,,,,,,,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,2011-09-20,Fiction,http://books.google.com/books/content?id=Tw7KXnFNEIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,,,,,,,https://www.goodreads.com/book/show/179064.The_Goose_Girl,2005-05-01,Juvenile Fiction,http://books.google.com/books/content?id=AVOgAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,,,,,,,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,2008-01-03,Biography & Autobiography,http://books.google.com/books/content?id=qMxjqhMOLJsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Twelfth Night,William Shakespeare,,,,,,,https://www.goodreads.com/book/show/1625.Twelfth_Night,2008-05-09,Drama,http://books.google.com/books/content?id=bwWzPPsfudQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,,,,,,,https://www.goodreads.com/book/show/7747374-i-am-number-four,2016-05-31,Young Adult Fiction,http://books.google.com/books/content?id=DnEtjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Winter's Bone,Daniel Woodrell,,,,,,,https://www.goodreads.com/book/show/112525.Winter_s_Bone,2012-03-15,Fiction,http://books.google.com/books/content?id=cykFgbbaw38C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Lady Chatterley’s Lover,D.H. Lawrence,,,,,,,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,2005,Fiction,http://books.google.com/books/content?id=EM_c4NRwfuYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Savages (Savages #2),Don Winslow,,,,,,,https://www.goodreads.com/book/show/8008928-savages,1764,Great Britain,http://books.google.com/books/content?id=tFEtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Simple Plan,Scott        Smith,,,,,,,https://www.goodreads.com/book/show/21727.A_Simple_Plan,1993,,
I Capture the Castle,Dodie Smith,,,,,,,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,2003-04-01,Fiction,http://books.google.com/books/content?id=8KhXzo96YjkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Clockers,Richard Price,,,,,,,https://www.goodreads.com/book/show/45794.Clockers,1992,Fiction,http://books.google.com/books/content?id=EyvxLArvHiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nine Stories,J.D. Salinger,,,,,,,https://www.goodreads.com/book/show/4009.Nine_Stories,2018-11-06,Fiction,http://books.google.com/books/content?id=SFerswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Trainspotting (Mark Renton, #2)",Irvine Welsh,,,,,,,https://www.goodreads.com/book/show/135836.Trainspotting,2017-02-14,Fiction,http://books.google.com/books/content?id=JKodDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Kill Your Friends,John Niven,,,,,,,https://www.goodreads.com/book/show/2848807-kill-your-friends,2014-02-06,Fiction,http://books.google.com/books/content?id=ItnGAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,,,,,,,https://www.goodreads.com/book/show/29127.The_Last_Unicorn,2022-08-25,Fiction,http://books.google.com/books/content?id=FXlkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Truth About Forever,Sarah Dessen,,,,,,,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,2006-04-06,Young Adult Fiction,http://books.google.com/books/content?id=XKLOoEh-XvQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Layer Cake,J.J. Connolly,,,,,,,https://www.goodreads.com/book/show/29421.Layer_Cake,2007-12-01,Fiction,http://books.google.com/books/content?id=c_AlEVEFoNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,,,,,,,https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,1992-08-01,Fiction,http://books.google.com/books/content?id=5q6IPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Ishmael (Ishmael, #1)",Daniel Quinn,,,,,,,https://www.goodreads.com/book/show/40611328-ishmael,1884,,http://books.google.com/books/content?id=n68ouYJ2HyMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris,,,,,,,https://www.goodreads.com/book/show/140077.Dead_to_the_World,2005-05-03,Fiction,http://books.google.com/books/content?id=YCBFxU5rGzAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,,,,,,,https://www.goodreads.com/book/show/33590260-kingdom-of-ash,2018-10-23,Fiction,http://books.google.com/books/content?id=BjpKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Penance,Eliza  Clark,,,,,,,https://www.goodreads.com/book/show/62898932-penance,2025-10-15,Fiction,http://books.google.com/books/content?id=_hiQEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,,,,,,,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,2009-03-17,Fiction,http://books.google.com/books/content?id=BI6y5UpBDg4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,,,,,,,https://www.goodreads.com/book/show/24861.Demian,2022-01-25,Biography & Autobiography,http://books.google.com/books/content?id=pSFZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Hours,Michael Cunningham,,,,,,,https://www.goodreads.com/book/show/11899.The_Hours,2022-05-03,Fiction,http://books.google.com/books/content?id=87s9EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Julius Caesar,William Shakespeare,,,,,,,https://www.goodreads.com/book/show/13006.Julius_Caesar,1879,,http://books.google.com/books/content?id=8sxUq2vKYlMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Glass Castle,Jeannette Walls,,,,,,,https://www.goodreads.com/book/show/7445.The_Glass_Castle,2007-01-02,Biography & Autobiography,http://books.google.com/books/content?id=BTMknk-qvacC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"You Are Special (Wemmicksville, #1)",Max Lucado,,,,,,,https://www.goodreads.com/book/show/56728.You_Are_Special,2005-09-01,Children's stories,http://books.google.com/books/content?id=UZV5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Trainspotting,Irvine Welsh,,,,,,,https://www.goodreads.com/book/show/23955.Trainspotting,2008-11,Art,http://books.google.com/books/content?id=VVrWCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,,,,,,,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,2012,Juvenile Fiction,http://books.google.com/books/content?id=FD72ekYZqIkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Drums of Autumn (Outlander, #4)",Diana Gabaldon,,,,,,,https://www.goodreads.com/book/show/40909452-drums-of-autumn,2011-09-30,Fiction,http://books.google.com/books/content?id=3nyUar3bx0QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Audition,Ryū Murakami,,,,,,,https://www.goodreads.com/book/show/3392668-audition,2009,Fiction,http://books.google.com/books/content?id=m3oqAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Arabian Nights,Anonymous,,,,,,,https://www.goodreads.com/book/show/93101.The_Arabian_Nights,,,
Cyrano de Bergerac,Edmond Rostand,,,,,,,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,2016-09-08,Drama,http://books.google.com/books/content?id=4kgBDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Quiet Tenant,Clémence Michallon,,,,,,,https://www.goodreads.com/book/show/61897971-the-quiet-tenant,2025-04-01,Fiction,http://books.google.com/books/content?id=LEk9EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Slammed (Slammed, #1)",Colleen Hoover,,,,,,,https://www.goodreads.com/book/show/30333938-slammed,2012-09-18,Fiction,http://books.google.com/books/content?id=Bm9Mn-dKin0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,,,,,,,https://www.goodreads.com/book/show/2299110.Acheron,2018-06,Comics & Graphic Novels,http://books.google.com/books/content?id=ZdAkvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Black Dahlia Ellroy, James ( Author ) Aug-01-2006 Paperback",James Ellroy,,,,,,,https://www.goodreads.com/book/show/128765450-the-black-dahlia-ellroy-james-author-aug-01-2006-paperback,1985,,
City of God,Paulo Lins,,,,,,,https://www.goodreads.com/book/show/165662.City_of_God,2011-11-03,Fiction,http://books.google.com/books/content?id=oYBHhzKShY4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Holy Bible: King James Version,Anonymous,,,,,,,https://www.goodreads.com/book/show/1923820.The_Holy_Bible,2019-03-06,Fiction,http://books.google.com/books/content?id=yJULwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Glass Menagerie,Tennessee Williams,,,,,,,https://www.goodreads.com/book/show/92517.The_Glass_Menagerie,2011,Drama,http://books.google.com/books/content?id=WwYCaTrBYFAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak,,,,,,,https://www.goodreads.com/book/show/62986809-pericles-and-aspasia,2022-09-23,,http://books.google.com/books/content?id=SnRqzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"World Without End (Kingsbridge, #2)",Ken Follett,,,,,,,https://www.goodreads.com/book/show/5064.World_Without_End,2012-08-02,Fiction,http://books.google.com/books/content?id=T00rvkLKp6oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,,,,,,,https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,2018-10-04,Juvenile Fiction,http://books.google.com/books/content?id=Uh9zDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
High-Rise,J.G. Ballard,,,,,,,https://www.goodreads.com/book/show/12331767-high-rise,1977,Fiction,http://books.google.com/books/content?id=smsrAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,,,,,,,https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,2008,Juvenile Fiction,http://books.google.com/books/content?id=kGklAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Killer Inside Me,Jim Thompson,,,,,,,https://www.goodreads.com/book/show/298663.The_Killer_Inside_Me,2010-05-27,Fiction,http://books.google.com/books/content?id=q7KEvoD9RDgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"1Q84 (1Q84, #1-3)",Haruki Murakami,,,,,,,https://www.goodreads.com/book/show/10357575-1q84,2018-09-03,Education,http://books.google.com/books/content?id=VkhtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,,,,,,,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,2024-12-01,Young Adult Fiction,http://books.google.com/books/content?id=YIk0EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
We Need to Talk About Kevin,Lionel Shriver,,,,,,,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,2010-07-09,Fiction,http://books.google.com/books/content?id=GNp0SptFYg8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"[No Country for Old Men] (By: Cormac McCarthy) [published: December, 2007]",Cormac McCarthy,,,,,,,https://www.goodreads.com/book/show/131313317-no-country-for-old-men-by,1979,English fiction,
"Carry On (Simon Snow, #1)",Rainbow Rowell,,,,,,,https://www.goodreads.com/book/show/32768522-carry-on,2015-10-08,Young Adult Fiction,http://books.google.com/books/content?id=DLxtCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Hunted (House of Night, #5)",P.C. Cast,,,,,,,https://www.goodreads.com/book/show/4134071-hunted,2010-04-01,Young Adult Fiction,http://books.google.com/books/content?id=L9H_4SnTKlkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
